Started,Ended,TotalEnergy,ConnectedTime,ChargeTime,MaxPower
2018-04-03 18:15:40,2018-04-03 20:10:21,4480,1.9114,1.4889,3780
2018-04-04 04:38:33,2018-04-04 16:22:12,5590,11.7275,1.8575,3480
2018-04-04 05:15:34,2018-04-04 15:39:06,8804,10.3922,3.2336,3292
2018-04-04 06:16:05,2018-04-04 15:20:21,10762,9.0711,3.2503,3652
2018-04-04 06:20:52,2018-04-04 15:05:47,5970,8.7486,1.75,3480
2018-04-04 06:37:59,2018-04-04 08:42:15,6506,2.0711,2.0711,3152
2018-04-04 06:45:34,2018-04-04 08:09:06,4870,1.3922,1.3922,3498
2018-04-04 07:05:39,2018-04-04 07:43:13,1990,0.6261,0.6261,3244
2018-04-04 07:10:14,2018-04-04 15:35:59,9940,8.4292,3.5233,3143
2018-04-04 07:56:14,2018-04-04 09:34:58,556,1.6456,0.5003,1812
2018-04-04 08:05:23,2018-04-04 14:04:17,6224,5.9817,2.0003,3524
2018-04-04 08:48:19,2018-04-04 15:04:28,6060,6.2692,1.75,3560
2018-04-04 09:53:05,2018-04-04 10:18:30,373,0.4236,0.4236,1127
2018-04-04 09:58:24,2018-04-04 18:55:32,8268,8.9522,5.9092,3548
2018-04-04 10:18:39,2018-04-04 13:49:34,3456,3.5153,2.2244,5330
2018-04-04 10:41:53,2018-04-04 11:25:36,2690,0.7286,0.7286,3804
2018-04-04 10:45:50,2018-04-04 13:08:59,6600,2.39,1.9,3600
2018-04-04 11:01:28,2018-04-04 11:24:31,1230,0.3842,0.3842,3278
2018-04-04 11:07:11,2018-04-04 14:38:34,1167,3.5231,0.4833,3540
2018-04-04 11:14:46,2018-04-04 15:27:43,6083,4.2158,1.7503,3540
2018-04-04 11:50:13,2018-04-04 15:07:27,11060,3.2872,3.2872,3392
2018-04-04 13:01:15,2018-04-04 16:17:24,12140,3.2692,3.2692,3759
2018-04-04 13:47:36,2018-04-04 14:09:42,1110,0.3683,0.3683,3080
2018-04-04 15:02:02,2018-04-04 16:53:00,5860,1.8494,1.8494,3237
2018-04-04 16:05:00,2018-04-05 05:55:48,2780,13.8467,1.4967,2365
2018-04-04 16:28:09,2018-04-04 22:03:07,8055,5.5828,2.4833,3404
2018-04-04 17:30:14,2018-04-04 19:57:39,6110,2.4569,2.4569,3280
2018-04-04 17:31:15,2018-04-04 17:59:00,1622,0.4625,0.4625,3509
2018-04-04 19:57:11,2018-04-08 10:44:23,14086,86.7867,6.0003,3152
2018-04-04 20:20:28,2018-04-05 05:02:36,11826,8.7022,3.7503,3304
2018-04-04 21:10:00,2018-04-05 06:15:03,9580,9.0842,3.7603,3313
2018-04-04 21:47:28,2018-04-05 05:08:13,25730,7.35,3.71,7200
2018-04-05 06:08:41,2018-04-05 10:45:26,6730,4.6125,2,3560
2018-04-05 06:15:14,2018-04-05 15:06:00,7650,8.8461,2.25,3560
2018-04-05 06:18:07,2018-04-05 15:11:22,21599,8.8875,3.0003,8972
2018-04-05 06:25:04,2018-04-05 14:03:59,11000,7.65,3.58,3600
2018-04-05 06:44:16,2018-04-05 09:46:03,8363,3.0297,3.0297,3107
2018-04-05 07:12:00,2018-04-05 09:26:36,5416,2.2433,1.75,3724
2018-04-05 07:18:59,2018-04-05 14:59:41,7513,7.6783,2.2336,3570
2018-04-05 07:33:09,2018-04-05 07:48:32,838,0.2564,0.2564,3298
2018-04-05 07:35:55,2018-04-05 16:11:17,9630,8.5894,3.0014,3796
2018-04-05 07:54:28,2018-04-05 18:06:08,6830,10.1944,2.0922,3560
2018-04-05 09:00:11,2018-04-05 17:16:09,19199,8.2661,3.7503,6784
2018-04-05 11:03:45,2018-04-05 12:04:27,3378,1.0117,1.0117,3356
2018-04-05 11:08:48,2018-04-05 14:28:20,8146,3.3256,2.5003,3352
2018-04-05 11:56:52,2018-04-05 13:04:34,4142,1.1283,1.1283,3692
2018-04-05 12:13:03,2018-04-05 20:00:36,8210,7.7925,3.2825,3360
2018-04-05 12:31:25,2018-04-05 15:45:36,9399,3.2364,3.0261,3355
2018-04-05 12:51:20,2018-04-05 15:03:53,9390,2.2092,2.2092,4334
2018-04-05 13:35:03,2018-04-06 06:14:35,7676,16.6589,3.5108,3236
2018-04-05 14:10:47,2018-04-05 15:06:54,2950,0.94,0.94,3229
2018-04-05 16:02:11,2018-04-06 07:34:09,50520,15.5328,4.7136,13280
2018-04-05 16:19:18,2018-04-06 05:30:35,9570,13.1881,6.7503,1415
2018-04-05 17:38:07,2018-04-06 06:50:58,11692,13.2142,3.7503,3304
2018-04-06 05:39:46,2018-04-06 09:03:48,5540,3.4,1,7040
2018-04-06 06:19:37,2018-04-06 15:09:24,7429,8.8297,2.25,3560
2018-04-06 06:44:48,2018-04-07 00:44:50,5360,18.0006,1.7342,3480
2018-04-06 06:50:45,2018-04-06 09:33:44,1420,2.7164,0.5622,3480
2018-04-06 06:51:12,2018-04-06 12:12:56,8040,5.3622,2.3967,3560
2018-04-06 07:11:18,2018-04-06 09:50:53,7266,2.6597,2.2336,3570
2018-04-06 07:38:33,2018-04-06 09:03:17,5990,1.4122,1.4122,4294
2018-04-06 10:45:00,2018-04-06 11:09:32,930,0.4089,0.4089,2285
2018-04-06 12:12:33,2018-04-06 12:59:41,2130,0.79,0.79,3160
2018-04-06 12:27:50,2018-04-06 13:59:37,2800,1.5297,1.4969,2365
2018-04-06 12:53:34,2018-04-07 06:20:32,61270,17.4494,5.6072,13175
2018-04-06 13:16:39,2018-04-06 15:31:18,3650,2.2442,1.2461,3181
2018-04-06 13:30:24,2018-04-06 19:13:44,2870,5.7222,1.4967,2325
2018-04-06 13:59:20,2018-04-06 15:31:20,4554,1.5333,1.5333,3355
2018-04-06 15:05:36,2018-04-06 18:26:42,2382,3.3517,1.0022,2598
2018-04-06 15:54:50,2018-04-06 21:40:56,19761,5.7683,5.5003,3784
2018-04-06 16:07:07,2018-04-06 20:28:56,7120,4.3636,2.8817,3284
2018-04-06 16:18:10,2018-04-06 20:11:21,4481,3.8864,1.5,3360
2018-04-06 16:40:31,2018-04-07 06:09:39,9380,13.4856,3.5747,3320
2018-04-06 16:40:39,2018-04-07 08:25:49,11867,15.7528,3.7503,3299
2018-04-06 16:56:23,2018-04-07 08:49:43,66800,15.8889,6.7303,11037
2018-04-06 17:01:28,2018-04-06 17:44:47,2310,0.7219,0.7219,3244
2018-04-06 17:05:13,2018-04-06 21:18:38,45260,4.22,4.22,10870
2018-04-06 17:52:53,2018-04-06 19:18:11,4759,1.4217,1.4217,3380
2018-04-06 18:56:25,2018-04-07 09:27:03,12381,14.5106,3.7336,3352
2018-04-06 19:00:17,2018-04-07 09:27:47,22400,14.46,3.25,7160
2018-04-06 21:31:44,2018-04-07 07:43:26,11821,10.2,3.75,3320
2018-04-06 22:48:47,2018-04-07 08:12:35,7190,9.3967,2.2508,3560
2018-04-07 04:57:59,2018-04-07 07:19:19,7544,2.3556,2.3389,3240
2018-04-07 05:06:14,2018-04-07 12:37:44,9531,7.525,2.7503,3664
2018-04-07 06:16:07,2018-04-07 20:24:48,8548,14.1447,3.2336,3330
2018-04-07 06:16:23,2018-04-07 15:21:43,6451,9.0889,2,3560
2018-04-07 06:37:27,2018-04-07 10:57:58,7024,4.3419,2.2503,3500
2018-04-07 06:40:30,2018-04-07 08:28:29,5585,1.7997,1.7997,3157
2018-04-07 06:57:48,2018-04-07 11:48:32,10210,4.8456,3.7503,3392
2018-04-07 07:19:23,2018-04-07 15:15:16,7446,7.9314,2.2342,3552
2018-04-07 07:42:12,2018-04-07 16:43:43,5550,9.0253,1.7967,3560
2018-04-07 10:51:26,2018-04-07 16:53:49,10077,6.0397,3.2503,3364
2018-04-07 10:56:56,2018-04-07 13:59:04,8870,3.0356,3.0347,3400
2018-04-07 11:16:18,2018-04-07 16:17:09,9490,5.0142,3.5,3320
2018-04-07 11:29:09,2018-04-07 13:24:15,6012,1.9183,1.9183,3157
2018-04-07 11:41:41,2018-04-07 15:24:21,7300,3.7111,2.3053,3520
2018-04-07 12:19:54,2018-04-07 13:42:02,4040,1.37,1.37,3200
2018-04-07 12:23:06,2018-04-07 20:13:43,9261,7.8436,3.4842,3252
2018-04-07 13:03:34,2018-04-08 06:56:12,44129,17.88,4.75,11360
2018-04-07 13:26:37,2018-04-07 15:24:50,2814,1.9703,1.2503,5801
2018-04-07 13:33:59,2018-04-07 15:30:49,6290,1.9472,1.9472,3400
2018-04-07 13:35:29,2018-04-07 15:47:27,7396,2.1994,2.1994,3388
2018-04-07 13:47:44,2018-04-07 15:40:51,4850,1.8853,1.8853,3200
2018-04-07 13:55:07,2018-04-07 22:00:17,58840,8.0861,5.7331,10796
2018-04-07 15:07:10,2018-04-07 15:47:32,2220,0.6728,0.6719,3320
2018-04-07 15:16:31,2018-04-08 07:00:20,10169,15.7303,4.5583,3222
2018-04-07 15:57:15,2018-04-08 06:38:30,1550,14.6875,0.9967,2325
2018-04-07 16:15:52,2018-04-07 17:32:11,4470,1.2719,1.2719,3560
2018-04-07 16:21:33,2018-04-08 07:30:49,24890,15.15,3.64,7160
2018-04-07 17:47:33,2018-04-07 18:31:00,2460,0.7242,0.7242,3400
2018-04-07 18:07:43,2018-04-08 07:31:48,9190,13.4014,3.6214,3280
2018-04-07 18:38:09,2018-04-08 07:22:46,53580,12.7436,5.1139,13255
2018-04-07 19:14:09,2018-04-08 05:36:12,2820,10.3675,1.4967,2325
2018-04-07 19:26:32,2018-04-08 06:47:29,11807,11.3492,3.7503,3305
2018-04-07 20:22:08,2018-04-07 20:54:25,1851,0.54,0.54,3520
2018-04-07 20:51:50,2018-04-08 09:34:59,9040,12.7192,3.3861,3360
2018-04-08 05:03:46,2018-04-08 12:23:58,9785,7.3367000000000004,3.2339,3273
2018-04-08 05:23:48,2018-04-08 18:16:20,32289,12.8756,3.2503,10816
2018-04-08 05:57:21,2018-04-08 15:26:41,9355,9.4889,3.4836,3330
2018-04-08 07:00:11,2018-04-08 10:19:19,8179,3.3189,3.2503,3234
2018-04-08 07:02:30,2018-04-08 13:31:48,8731,6.4883,3.5003,3156
2018-04-08 07:19:04,2018-04-08 10:12:11,8782,2.8853,2.8853,3378
2018-04-08 07:26:03,2018-04-08 18:03:19,7279,10.6211,2.2339,3570
2018-04-08 08:29:09,2018-04-08 11:22:37,8440,2.8911,2.8903,3320
2018-04-08 09:12:57,2018-04-08 13:18:19,41750,4.09,4.09,10320
2018-04-08 09:20:13,2018-04-08 10:01:51,2210,0.6939,0.6939,3240
2018-04-08 10:01:48,2018-04-08 13:25:55,9760,3.4019,3.4019,3440
2018-04-08 10:21:40,2018-04-09 03:06:51,5681,16.7531,2.5064,3273
2018-04-08 10:40:48,2018-04-08 11:00:54,1384,0.335,0.2728,5211
2018-04-08 12:41:58,2018-04-11 08:43:47,7633,68.0303,3.5003,3156
2018-04-08 12:52:25,2018-04-08 13:15:59,1400,0.3928,0.3928,3800
2018-04-08 13:14:33,2018-04-09 09:13:49,2950,19.9878,1.5,3280
2018-04-08 13:17:59,2018-04-08 15:43:19,4365,2.4222,1.4833,3240
2018-04-08 13:26:36,2018-04-08 14:01:12,1920,0.5767,0.5767,3351
2018-04-08 13:36:39,2018-04-08 13:52:05,818,0.2572,0.2572,3215
2018-04-08 15:00:26,2018-04-08 18:24:35,7430,3.4025,2.2428,3560
2018-04-08 15:07:20,2018-04-09 06:13:26,2940,15.1017,1.4967,2325
2018-04-08 15:55:16,2018-04-08 19:00:03,5810,3.0797,2.5789,3284
2018-04-08 15:55:51,2018-04-08 19:08:36,12274,3.2125,3,6692
2018-04-08 15:59:26,2018-04-08 16:05:16,330,0.0972,0.0972,3394
2018-04-08 17:28:06,2018-04-08 19:01:27,5467,1.5558,1.5558,3560
2018-04-08 18:06:12,2018-04-09 09:02:46,11961,14.9428,3.7503,3307
2018-04-08 18:43:05,2018-04-11 05:29:28,10910,58.7731,52.5008,207
2018-04-08 20:23:21,2018-04-08 21:51:00,8982,1.4608,1.4608,9440
2018-04-08 21:28:23,2018-04-09 08:16:48,52900,10.8069,4.0575,13385
2018-04-09 04:52:01,2018-04-09 06:18:00,4597,1.4331,1.4164,3270
2018-04-09 05:52:27,2018-04-09 06:04:14,1683,0.1964,0.1964,8570
2018-04-09 06:12:41,2018-04-09 10:04:03,9310,3.8561,3.5386,3440
2018-04-09 06:15:08,2018-04-09 15:56:58,12488,9.6972,3.9836,3360
2018-04-09 06:18:59,2018-04-09 14:12:51,22911,7.8978,7.8967,2901
2018-04-09 06:45:58,2018-04-09 15:11:43,11843,8.4292,3.7503,3396
2018-04-09 07:54:08,2018-04-09 09:49:59,5946,1.9308,1.9308,3124
2018-04-09 08:43:28,2018-04-09 10:39:07,6103,1.9275,1.9108,3183
2018-04-09 09:59:37,2018-04-09 11:51:31,6542,1.865,1.865,3528
2018-04-09 10:01:11,2018-04-09 10:29:08,1048,0.4658,0.4658,3465
2018-04-09 10:05:52,2018-04-09 12:14:03,6919,2.1364,2.1364,3380
2018-04-09 10:25:56,2018-04-09 15:30:08,6515,5.07,2.0003,3728
2018-04-09 10:36:32,2018-04-09 11:06:32,1630,0.5,0.5,3306
2018-04-09 11:20:59,2018-04-09 13:33:10,7670,2.2031,2.2031,3536
2018-04-09 12:07:12,2018-04-09 13:54:11,19617,1.7831,1.7831,11075
2018-04-09 12:27:24,2018-04-09 14:25:14,6229,1.9639,1.9639,3564
2018-04-09 13:20:49,2018-04-09 14:41:58,4390,1.3525,1.3525,3360
2018-04-09 13:44:13,2018-04-10 04:37:43,8800,14.8917,3.25,3320
2018-04-09 14:01:56,2018-04-09 16:53:31,9381,2.8597,2.8592,3320
2018-04-09 16:07:41,2018-04-09 17:11:43,1990,1.0672,1.0672,3164
2018-04-09 16:29:22,2018-04-09 20:56:07,8671,4.4458,3.25,3280
2018-04-09 17:51:39,2018-04-09 21:57:16,11825,4.0936,3.8436,3356
2018-04-09 17:55:03,2018-04-09 20:54:37,32710,2.9928,2.9928,11052
2018-04-09 17:56:08,2018-04-09 19:38:21,5186,1.7036,1.7036,3260
2018-04-09 18:13:17,2018-04-09 21:34:29,7340,3.3533,2.2786,3520
2018-04-09 18:18:29,2018-04-09 19:47:07,5190,1.48,1.46,3771
2018-04-09 18:43:42,2018-04-09 21:39:32,2830,2.9306,1.4969,2325
2018-04-09 21:31:07,2018-04-10 04:02:51,8240,6.5289,2.7511,3520
2018-04-10 03:38:09,2018-04-10 16:15:33,4790,12.6233,1.6142,3480
2018-04-10 05:35:18,2018-04-10 13:31:50,8529,7.9422,3.2503,3276
2018-04-10 05:44:42,2018-04-10 08:37:06,8692,2.8733,2.8567,3264
2018-04-10 06:43:17,2018-04-10 11:05:40,12448,4.3731,3.9833,3352
2018-04-10 06:51:16,2018-04-10 11:57:08,11810,5.1,3.48,3480
2018-04-10 07:29:51,2018-04-10 15:48:11,6219,8.3056,2,3560
2018-04-10 07:53:44,2018-04-10 18:24:52,5610,10.5189,1.8544,3560
2018-04-10 08:02:34,2018-04-10 14:26:35,8299,6.4003,3.25,3360
2018-04-10 09:18:20,2018-04-10 11:22:56,6944,2.0767,2.0767,3360
2018-04-10 09:46:35,2018-04-10 12:16:46,7861,2.5031,2.4864,3304
2018-04-10 10:39:38,2018-04-10 12:14:01,4510,1.5731,1.5731,3440
2018-04-10 12:19:22,2018-04-10 12:23:13,211,0.0642,0.0639,3287
2018-04-10 13:04:38,2018-04-10 13:49:33,2309,0.7486,0.7319,3132
2018-04-10 14:02:22,2018-04-10 15:56:22,6171,1.9,1.8833,3270
2018-04-10 14:24:14,2018-04-10 15:56:00,4398,1.5294,1.5294,3257
2018-04-10 14:28:22,2018-04-10 14:50:14,1200,0.3644,0.3644,3480
2018-04-10 15:12:01,2018-04-11 07:48:35,42549,16.6094,4.7503,11208
2018-04-10 15:19:27,2018-04-10 15:55:28,1433,0.6003,0.6003,3090
2018-04-10 15:26:23,2018-04-11 07:08:57,45490,15.7094,6.0592,11626
2018-04-10 15:52:49,2018-04-11 05:43:46,9414,13.8492,7.3019,1289
2018-04-10 15:58:15,2018-04-11 10:44:21,6014,18.7683,1.7503,3688
2018-04-10 16:01:42,2018-04-10 19:09:29,2730,3.1297,1.4967,2365
2018-04-10 16:18:12,2018-04-10 19:53:44,6650,3.5922,2.6967,3280
2018-04-10 17:05:59,2018-04-10 20:08:19,9916,3.0389,3.0389,3300
2018-04-10 18:16:18,2018-04-10 19:43:35,5110,1.4547,1.4547,3560
2018-04-10 18:55:13,2018-04-11 05:31:34,2970,10.6058,1.4967,2325
2018-04-10 21:04:27,2018-04-11 06:55:29,9933,9.8506,3.2503,3307
2018-04-10 22:25:02,2018-04-11 05:28:00,25750,7.05,3.83,7200
2018-04-11 03:40:41,2018-04-11 16:24:07,4130,12.7239,1.3219,3480
2018-04-11 04:39:32,2018-04-11 06:20:17,5394,1.6792,1.6625,3240
2018-04-11 05:19:59,2018-04-11 10:28:05,8488,5.135,5.135,3544
2018-04-11 05:52:14,2018-04-11 11:53:28,9182,6.0206,3.5003,3168
2018-04-11 06:12:05,2018-04-11 10:25:46,9133,4.2281,3.5003,3296
2018-04-11 06:23:36,2018-04-11 08:00:57,1129,1.6225,0.4833,3210
2018-04-11 06:30:06,2018-04-11 15:25:51,11791,8.9292,3.7503,3400
2018-04-11 06:55:39,2018-04-11 10:29:34,13334,3.5653,3.5653,3769
2018-04-11 06:56:00,2018-04-11 14:31:55,9900,7.5986,7.5986,3150
2018-04-11 09:26:42,2018-04-11 13:04:06,5829,3.6233,1.7503,3544
2018-04-11 10:26:42,2018-04-11 12:06:57,5885,1.6708,1.6708,3560
2018-04-11 10:30:48,2018-04-11 13:48:21,9238,3.2925,3.2925,3375
2018-04-11 11:00:44,2018-04-11 16:10:30,11890,5.16,1.74,8680
2018-04-11 11:30:00,2018-04-11 12:21:52,2090,0.8644,0.8642,3520
2018-04-11 11:37:35,2018-04-11 18:27:54,2322,6.8386,1.0019,2711
2018-04-11 13:18:02,2018-04-11 14:12:28,3090,0.9072,0.9061,3480
2018-04-11 13:38:47,2018-04-11 14:10:52,851,0.53,0.53,3273
2018-04-11 15:23:35,2018-04-11 15:33:29,568,0.165,0.165,3442
2018-04-11 16:02:45,2018-04-12 06:03:01,2740,14.0044,1.4969,2325
2018-04-11 16:18:26,2018-04-12 05:26:17,11859,13.1308,3.7503,3312
2018-04-11 17:15:30,2018-04-12 06:41:46,30380,13.4378,2.4917,13095
2018-04-12 03:28:34,2018-04-12 16:24:16,4788,12.9283,2.0003,2688
2018-04-12 03:32:15,2018-04-12 05:47:47,6840,2.2589,2.2586,3520
2018-04-12 05:18:09,2018-04-12 14:33:57,8480,9.2633,2.5003,3684
2018-04-12 05:24:43,2018-04-12 11:50:32,18020,6.4303,4.25,4400
2018-04-12 06:10:32,2018-04-12 08:13:16,7070,2.05,2.05,3480
2018-04-12 06:53:20,2018-04-12 14:13:21,7450,7.3336,2.8608,3320
2018-04-12 07:12:54,2018-04-12 09:56:49,6686,2.7319,2.0003,3532
2018-04-12 07:21:25,2018-04-12 11:20:23,8760,3.9828,3.2503,3372
2018-04-12 07:25:30,2018-04-12 11:37:08,6676,4.1939,1.9836,3516
2018-04-12 07:34:51,2018-04-12 08:28:47,3331,0.8989,0.8989,3760
2018-04-12 07:57:11,2018-04-12 09:10:50,4280,1.2275,1.2275,3560
2018-04-12 08:10:42,2018-04-12 10:34:00,7536,2.3883,2.2503,3556
2018-04-12 08:30:12,2018-04-12 09:33:29,3679,1.05,1.05,3560
2018-04-12 09:08:30,2018-04-12 14:56:18,7230,5.7967,2.2342,3570
2018-04-12 09:49:40,2018-04-12 09:49:50,4,0.0028,0,0
2018-04-12 09:58:25,2018-04-12 11:30:23,5220,1.5328,1.5328,3480
2018-04-12 10:01:06,2018-04-12 13:04:13,8270,3.0519,3.0519,3560
2018-04-12 11:03:57,2018-04-12 11:41:22,2012,0.6236,0.6236,3253
2018-04-12 11:17:25,2018-04-12 14:52:32,8954,3.5853,3.2503,3368
2018-04-12 12:14:32,2018-04-12 14:31:59,7100,2.29,2.29,3548
2018-04-12 12:16:42,2018-04-12 19:48:53,15663,7.5364,1.4833,11004
2018-04-12 12:26:01,2018-04-12 12:52:56,1540,0.4486,0.4486,3453
2018-04-12 13:32:43,2018-04-12 17:23:37,11529,3.8483,3.4842,3384
2018-04-12 14:30:07,2018-04-12 16:35:48,18196,2.0947,2.0939,8690
2018-04-12 14:43:29,2018-04-12 15:46:33,2809,1.05,1.05,3320
2018-04-12 15:25:33,2018-04-12 18:58:48,2590,3.5542,1.4969,2333
2018-04-12 15:26:31,2018-04-12 19:32:58,9390,4.1075,3.3081,3240
2018-04-12 16:08:18,2018-04-12 19:54:01,6230,3.7619,2.6117,3324
2018-04-12 16:21:28,2018-04-12 20:59:05,7290,4.6269,2.8922,3276
2018-04-12 16:24:02,2018-04-13 05:29:43,9181,13.0947,6.7503,1357
2018-04-12 17:07:02,2018-04-13 07:30:39,36770,14.3936,3.4897,10784
2018-04-12 19:01:34,2018-04-13 06:12:29,10010,11.1819,4.1619,3313
2018-04-12 21:12:36,2018-04-13 09:32:25,11775,12.3303,3.7503,3300
2018-04-13 03:36:11,2018-04-13 05:51:57,7811,2.2628,2.2619,3520
2018-04-13 03:38:53,2018-04-13 17:44:24,5240,14.0919,1.6019,3516
2018-04-13 06:06:35,2018-04-13 11:44:28,12318,5.6314,3.7342,3364
2018-04-13 06:08:24,2018-04-13 15:39:53,6410,9.5247,2,3560
2018-04-13 06:22:10,2018-04-13 15:10:57,6301,8.8131,2,3560
2018-04-13 06:24:04,2018-04-13 08:48:33,1129,2.4081,0.5989,2831
2018-04-13 06:47:06,2018-04-13 14:59:33,7708,8.2075,2.2339,3564
2018-04-13 07:57:26,2018-04-13 09:17:20,4279,1.3317,1.3311,3280
2018-04-13 09:27:09,2018-04-13 14:05:58,7030,4.6469,2.2339,3540
2018-04-13 10:21:25,2018-04-13 12:47:47,7339,2.4394,2.25,3600
2018-04-13 10:28:58,2018-04-13 11:25:47,3201,0.9469,0.9464,3520
2018-04-13 11:50:56,2018-04-13 14:11:41,20210,2.3458,2.3458,8770
2018-04-13 12:08:08,2018-04-18 07:24:53,9680,115.279,4.0003,3172
2018-04-13 12:42:13,2018-04-13 12:55:04,707,0.2142,0.2142,3301
2018-04-13 13:00:35,2018-04-13 13:19:48,3338,0.3203,0.3036,10950
2018-04-13 13:37:07,2018-04-13 19:01:45,11542,5.4106,3.4836,3392
2018-04-13 14:52:52,2018-04-13 16:35:17,8000,1.7069,1.6189,8411
2018-04-13 15:51:33,2018-04-13 16:41:03,2589,0.825,0.825,3176
2018-04-13 16:30:52,2018-04-13 21:21:44,4636,4.8478,2.0003,3277
2018-04-13 16:32:31,2018-04-13 18:54:03,6293,2.3589,2.0003,3564
2018-04-13 16:32:40,2018-04-14 15:36:05,9220,23.0569,3.4556,3320
2018-04-13 16:53:59,2018-04-13 20:24:39,11230,3.5111,3.51,3429
2018-04-13 16:59:00,2018-04-13 19:06:07,6987,2.1186,2.1186,3343
2018-04-13 17:02:36,2018-04-13 21:36:39,5080,4.57,1.75,3560
2018-04-13 17:16:39,2018-04-14 08:30:12,9110,15.2258,3.4725,3280
2018-04-13 17:20:10,2018-04-13 18:39:31,2050,1.3225,1.1639,3240
2018-04-13 17:28:23,2018-04-14 05:42:20,9141,12.2325,3.5103,3237
2018-04-13 19:22:26,2018-04-14 05:48:27,9911,10.4336,3.9336,2530
2018-04-13 20:06:50,2018-04-14 07:34:58,45560,11.47,5.14,10440
2018-04-14 03:26:29,2018-04-14 05:48:30,7630,2.3669,2.3072,3527
2018-04-14 05:37:47,2018-04-14 10:27:35,9647,4.83,3.0003,3656
2018-04-14 05:38:51,2018-04-14 16:39:10,7260,11.0053,2.3525,3560
2018-04-14 06:45:20,2018-04-14 15:06:34,10983,8.3539,3.5003,3340
2018-04-14 06:48:18,2018-04-14 10:55:35,8060,4.1214,3.195,3320
2018-04-14 06:51:21,2018-04-14 13:25:13,6530,6.5644,2.0003,3508
2018-04-14 07:18:30,2018-04-14 15:01:46,7318,7.7211,2.2333,3564
2018-04-14 07:19:28,2018-04-14 10:33:40,8941,3.2367,3.2367,3336
2018-04-14 07:23:40,2018-04-14 12:15:39,9100,4.8664,3.3556,3440
2018-04-14 07:37:27,2018-04-14 16:12:11,24244,8.5789,2.5003,10640
2018-04-14 09:15:37,2018-04-14 15:00:42,8629,5.7514,2.7339,3540
2018-04-14 10:40:04,2018-04-14 15:30:00,7105,4.8322,2.2503,3372
2018-04-14 11:56:01,2018-04-14 13:48:06,6211,1.8681,1.8681,3348
2018-04-14 12:16:40,2018-04-14 15:34:44,9808,3.3011,3.2336,3260
2018-04-14 12:45:42,2018-04-14 14:46:07,6712,2.0069,2.0069,3367
2018-04-14 13:07:36,2018-04-14 17:14:41,22606,4.1181,4.1164,5492
2018-04-14 14:16:14,2018-04-14 15:44:40,4140,1.47,1.47,3080
2018-04-14 14:41:07,2018-04-15 06:57:40,8428,16.2758,9.1333,1669
2018-04-14 14:42:22,2018-04-15 08:13:52,8730,17.525,3.2939,3320
2018-04-14 15:23:16,2018-04-15 06:05:55,2920,14.7108,1.4969,2325
2018-04-14 16:02:32,2018-04-15 10:43:30,2950,18.6828,6.985,414
2018-04-14 18:09:32,2018-04-14 21:45:08,7470,3.5933,3.5933,2079
2018-04-14 18:11:47,2018-04-15 07:23:44,5360,13.1992,4.8036,1116
2018-04-15 05:03:28,2018-04-15 10:15:56,5201,5.2078,1.7336,3241
2018-04-15 05:49:52,2018-04-15 10:22:50,8993,4.5494,3.4833,3268
2018-04-15 06:29:47,2018-04-15 14:22:34,12042,7.8797,3.7503,3347
2018-04-15 06:53:03,2018-04-15 10:48:31,7030,3.9244,2.25,3560
2018-04-15 07:06:54,2018-04-16 13:50:12,9740,30.7217,16,606
2018-04-15 07:17:00,2018-04-15 18:04:34,7551,10.7928,2.2503,3570
2018-04-15 07:19:00,2018-04-15 08:45:10,1039,1.44,0.68,2160
2018-04-15 07:19:50,2018-04-15 14:48:30,39860,7.4778,3.7389,10944
2018-04-15 07:37:14,2018-04-15 13:09:14,16077,5.5333,5.5003,3376
2018-04-15 08:57:40,2018-04-15 12:08:49,9020,3.1858,3.1858,3440
2018-04-15 09:40:13,2018-04-15 10:10:52,1825,0.5108,0.5108,3596
2018-04-15 10:19:37,2018-04-16 10:37:21,6220,24.2956,2.6731,3320
2018-04-15 10:26:58,2018-04-15 12:56:41,4540,2.4953,1.5506,3360
2018-04-15 10:35:10,2018-04-15 11:43:26,1265,1.1378,0.5003,3240
2018-04-15 10:41:33,2018-04-15 11:32:00,2490,0.8408,0.84,3120
2018-04-15 10:42:51,2018-04-15 14:46:01,7778,4.0528,2.4833,3540
2018-04-15 10:43:24,2018-04-15 11:38:52,3220,0.9244,0.9244,3600
2018-04-15 10:47:22,2018-04-15 11:06:39,2778,0.3214,0.3206,8666
2018-04-15 11:15:51,2018-04-15 11:47:26,811,0.5264,0.5258,3097
2018-04-15 11:56:48,2018-04-15 12:18:39,1330,0.3642,0.3642,3720
2018-04-15 12:00:16,2018-04-15 18:11:40,9340,6.19,3.4956,3360
2018-04-15 12:13:11,2018-04-15 14:57:06,3237,2.7319,1.2333,3240
2018-04-15 12:18:13,2018-04-15 13:06:08,1740,0.7986,0.5478,3349
2018-04-15 12:54:56,2018-04-15 13:55:09,2819,1.0036,0.9869,3156
2018-04-15 13:31:08,2018-04-15 14:10:39,1500,0.6586,0.6583,3347
2018-04-15 13:41:50,2018-04-15 14:36:36,3149,0.9128,0.9128,3552
2018-04-15 14:00:59,2018-04-16 07:03:59,37290,17.05,4.4836,8719
2018-04-15 14:21:31,2018-04-15 15:28:11,1861,1.11,0.89,2200
